loc_prec,,county,,precinct,G18DGOV,G18LGOV,G18RGOV,G18DATG,G18RATG,G18LATG,G18DSecS,G18LSecS,G18RSecS,G18RTRES,G18LTRES
"Stone,West Out",,Stone,,West Out,29,9,111,34,112,6,37,4,50,59,41
"Union,AURELLE",,Union,,AURELLE,56,4,54,61,51,0,58,0,162,165,17
"Union,CALEDONIA",,Union,,CALEDONIA,20,1,163,19,161,2,20,8,126,136,43
"Union,CALION",,Union,,CALION,45,3,145,48,133,6,50,1,62,69,23
"Union,COUNTRY BOX #1",,Union,,COUNTRY BOX #1,30,2,61,33,60,1,31,3,165,167,14
"Union,COUNTRY BOX #2",,Union,,COUNTRY BOX #2,14,5,172,17,166,6,17,8,401,423,42
"Union,COUNTRY BOX #3",,Union,,COUNTRY BOX #3,42,10,423,53,408,10,61,8,217,223,30
"Union,COUNTRY BOX #4",,Union,,COUNTRY BOX #4,20,7,230,35,216,7,30,9,182,192,45
"Union,COUNTRY BOX #6",,Union,,COUNTRY BOX #6,52,4,190,52,180,10,52,2,33,34,10
"Union,COUNTRY BOX #7",,Union,,COUNTRY BOX #7,11,2,34,11,34,2,11,132,3190,3491,1502
"Union,FELSENTHAL",,Union,,FELSENTHAL,8,0,36,10,33,1,10,0,107,109,24
"Union,HIBANKS",,Union,,HIBANKS,26,1,111,24,108,5,27,6,87,86,88
"Union,HUTTIG",,Union,,HUTTIG,124,5,85,113,85,7,111,7,136,149,61
"Union,JUNCTION CITY",,Union,,JUNCTION CITY,73,5,143,74,142,4,71,2,149,156,37
"Union,LAWSON",,Union,,LAWSON,46,1,165,52,152,4,53,2,84,86,15
"Union,LISBON",,Union,,LISBON,16,2,87,22,82,1,18,1,101,96,22
"Union,MT. HOLLY",,Union,,MT. HOLLY,25,5,90,22,97,3,21,4,95,103,26
"Union,NEW LONDON",,Union,,NEW LONDON,30,3,108,33,99,4,36,8,320,331,34
"Union,NORPHLET",,Union,,NORPHLET,38,8,333,36,326,13,42,7,92,108,77
"Union,PAPER BALLOTS",,Union,,PAPER BALLOTS,91,2,107,93,97,9,48,16,360,374,109
"Union,SMACKOVER",,Union,,SMACKOVER,113,13,394,118,369,21,130,5,67,80,140
"Union,STRONG",,Union,,STRONG,181,9,78,182,72,8,190,5,159,165,28
"Union,THREE CREEKS",,Union,,THREE CREEKS,37,2,169,35,161,6,36,6,225,237,38
"Union,UNION",,Union,,UNION,45,8,232,45,228,9,51,23,260,317,192
"Union,WARD #1",,Union,,WARD #1,235,11,307,265,262,18,258,19,348,389,183
"Union,WARD #2",,Union,,WARD #2,217,11,383,223,357,30,233,30,66,111,293
"Union,WARD #3",,Union,,WARD #3,393,15,72,390,61,18,374,17,222,255,172
"Union,WARD #4",,Union,,WARD #4,188,13,253,204,225,18,205,2,62,64,18
"Union,WESSON",,Union,,WESSON,15,0,67,18,63,1,17,1,56,56,10
"Union,WOOLEYS STORE",,Union,,WOOLEYS STORE,10,0,58,9,56,3,10,0,3,4,1
"Van Buren,02 Barnett",,Van Buren,,02 Barnett,23,3,222,24,220,3,32,17,330,360,86
"Van Buren,03 Bradley",,Van Buren,,03 Bradley,78,15,361,99,335,20,105,1,119,127,19
"Van Buren,04 Culpepper",,Van Buren,,04 Culpepper,19,0,127,23,122,1,27,16,164,179,42
"Van Buren,05 Holly Mountain",,Van Buren,,05 Holly Mountain,37,12,179,40,171,16,45,13,161,180,65
"Van Buren,06 Choctaw",,Van Buren,,06 Choctaw,60,12,181,77,165,11,78,18,322,352,106
"Van Buren,07 West Griggs",,Van Buren,,07 West Griggs,89,19,367,123,328,16,125,10,225,229,54
"Van Buren,08 Craig",,Van Buren,,08 Craig,46,10,234,49,223,16,55,4,105,116,21
"Van Buren,09 Cargile",,Van Buren,,09 Cargile,25,3,109,20,114,3,29,14,269,294,65
"Van Buren,10 Davis",,Van Buren,,10 Davis,53,16,296,69,284,12,80,14,153,170,40
"Van Buren,11 Formosa",,Van Buren,,11 Formosa,30,12,174,42,158,14,46,12,272,306,74
"Van Buren,12 East Griggs",,Van Buren,,12 East Griggs,76,7,310,97,284,9,104,4,90,99,16
"Van Buren,15 Mountain",,Van Buren,,15 Mountain,13,4,99,19,94,4,20,0,162,164,57
"Van Buren,17 Linn Creek",,Van Buren,,17 Linn Creek,46,5,172,56,166,2,60,9,206,224,67
"Van Buren,19 Red River",,Van Buren,,19 Red River,66,11,227,79,210,11,85,21,373,404,100
"Van Buren,20 Union",,Van Buren,,20 Union,86,12,419,109,383,26,119,10,252,260,59
"Van Buren,21 Washington",,Van Buren,,21 Washington,58,18,249,61,251,14,63,10,91,101,59
"Van Buren,22 Wheeler",,Van Buren,,22 Wheeler,50,10,106,53,100,12,62,3,262,285,84
"Van Buren,23 Mountain Ranch",,Van Buren,,23 Mountain Ranch,81,5,290,97,276,5,111,22,353,418,114
"Van Buren,24 South Griggs",,Van Buren,,24 South Griggs,112,19,417,150,376,19,166,5,209,222,52
"Van Buren,25 Indian Hills",,Van Buren,,25 Indian Hills,40,6,228,58,210,5,60,7,153,172,59
"Van Buren,26 Lakewood",,Van Buren,,26 Lakewood,69,3,170,72,160,9,80,1,94,96,30
"Washington,020 Boston",,Washington,,Boston,30,2,96,34,92,2,32,33,566,624,212
"Washington,040 Brush Creek",,Washington,,Brush Creek,230,29,602,245,578,35,258,18,326,358,107
"Washington,060 Cane Hill",,Washington,,Cane Hill,111,13,352,121,338,15,124,7,307,346,106
"Washington,080 Center",,Washington,,Center,114,13,327,138,308,11,141,1,36,35,26
"Washington,082 Center-2",,Washington,,Center-2,28,1,35,28,35,2,28,4,25,31,20
"Washington,085 Center House",,Washington,,Center House,18,3,31,21,26,4,23,9,168,183,82
"Washington,100 Cove Creek",,Washington,,Cove Creek,76,6,188,90,171,7,92,1,14,14,5
"Washington,110 Cove Creek-S",,Washington,,Cove Creek-S,5,1,14,5,14,1,5,11,220,242,95
"Washington,120 Crawford",,Washington,,Crawford,96,11,237,117,219,9,111,9,180,194,73
"Washington,140 Durham",,Washington,,Durham,73,9,189,87,180,6,83,0,78,81,13
"Washington,160 Dutch Mills",,Washington,,Dutch Mills,18,1,79,20,77,1,20,33,495,558,237
"Washington,180 Elkins",,Washington,,Elkins,255,31,524,283,496,33,285,1,71,83,39
"Washington,181 Elkins-H",,Washington,,Elkins-H,43,5,77,50,72,3,53,0,137,141,16
"Washington,200 Elm Springs Twp",,Washington,,Elm Springs Twp,19,3,136,22,136,0,21,18,541,579,139
"Washington,210 Elm Springs City",,Washington,,Elm Springs City,147,18,564,161,545,20,162,25,382,440,243
"Washington,220 Farmington-1",,Washington,,Farmington-1,248,21,421,285,385,21,282,4,61,69,23
"Washington,221 Farmington-S",,Washington,,Farmington-S,32,5,60,29,62,6,32,48,940,1061,366
"Washington,222 Farmington-2",,Washington,,Farmington-2,430,47,985,461,955,43,473,4,77,113,180
"Washington,240 Fay 01",,Washington,,Fay 1,211,15,84,218,84,8,228,15,103,177,216
"Washington,250 Fay 02",,Washington,,Fay 2,282,14,125,296,114,9,300,36,225,336,503
"Washington,260 Fay 03",,Washington,,Fay 3,630,23,248,639,230,28,634,18,84,144,278
"Washington,270 Fay 04",,Washington,,Fay 4,346,16,104,350,92,20,360,36,218,379,689
"Washington,280 Fay 05",,Washington,,Fay 5,916,38,253,934,224,36,934,31,465,652,573
"Washington,290 Fay 06",,Washington,,Fay 6,736,26,553,802,476,26,803,14,170,286,358
"Washington,300 Fay 07",,Washington,,Fay 7,488,11,211,522,171,13,517,22,200,303,525
"Washington,310 Fay 08",,Washington,,Fay 8,662,21,220,677,203,22,678,24,186,282,553
"Washington,320 Fay 09",,Washington,,Fay 9,642,31,224,674,191,29,687,15,138,194,189
"Washington,330 Fay 10",,Washington,,Fay 10,248,10,157,268,135,10,255,27,456,579,386
"Washington,331 Fay 11",,Washington,,Fay 11,466,23,513,528,441,27,506,31,617,791,512
"Washington,332 Fay 12",,Washington,,Fay 12,672,19,687,728,626,18,720,25,107,176,327
"Washington,333 Fay 13",,Washington,,Fay 13,389,20,123,391,110,30,397,8,42,69,129
"Washington,334 Fay 14",,Washington,,Fay 14,161,3,55,164,49,8,164,8,61,110,157
"Washington,335 Fay 15",,Washington,,Fay 15,196,12,70,198,69,9,205,1,26,33,19
"Washington,336 Fay 16",,Washington,,Fay 16,22,8,27,26,30,1,30,24,341,464,422
"Washington,337 Fay 17",,Washington,,Fay 17,549,17,389,595,335,22,584,19,197,282,364
"Washington,338 Fay 18",,Washington,,Fay 18,472,14,226,495,197,18,491,30,395,553,520
"Washington,339 Fay 19",,Washington,,Fay 19,686,23,441,718,394,39,721,27,348,474,448
"Washington,340 Fay 20",,Washington,,Fay 20,549,36,387,586,349,34,584,13,251,312,216
"Washington,341 Fay 21",,Washington,,Fay 21,266,11,279,298,242,13,289,43,300,412,503
"Washington,342 Fay 22",,Washington,,Fay 22,587,45,337,628,302,41,626,28,189,283,381
"Washington,343 Fay 23",,Washington,,Fay 23,453,21,220,459,192,34,468,13,34,81,174
"Washington,344 Fay 24",,Washington,,Fay 24,221,12,43,230,35,12,229,12,87,167,385
"Washington,345 Fay 25",,Washington,,Fay 25,524,12,105,547,80,12,538,20,188,257,245
"Washington,346 Fay 26",,Washington,,Fay 26,298,22,211,329,180,20,321,31,372,502,412
"Washington,347 Fay 27",,Washington,,Fay 27,494,24,431,532,383,31,540,17,473,591,258
"Washington,348 Fay 28",,Washington,,Fay 28,360,11,514,406,462,14,393,12,269,349,198
"Washington,349 Fay 29",,Washington,,Fay 29,279,7,307,321,265,7,306,23,405,485,336
"Washington,350 Fay 30",,Washington,,Fay 30,418,25,432,446,397,29,444,42,559,719,457
"Washington,351 Fay 31",,Washington,,Fay 31,596,33,623,650,558,36,632,24,320,364,214
"Washington,352 Fay 32",,Washington,,Fay 32,229,21,351,258,327,16,252,2,23,25,15
"Washington,353 Fay 33",,Washington,,Fay 33,21,0,24,20,23,1,19,1,1,11,39
"Washington,354 Fay 34",,Washington,,Fay 34,57,0,1,56,2,0,56,8,228,284,161
"Washington,355 Fay 35",,Washington,,Fay 35,241,7,249,251,236,8,255,15,51,95,202
"Washington,356 Fay 36",,Washington,,Fay 36,250,14,60,256,48,17,256,0,14,19,50
"Washington,357 Fay 37",,Washington,,Fay 37,62,1,13,60,12,3,61,6,80,112,83
"Washington,358 Fay 38",,Washington,,Fay 38,110,9,87,118,79,7,119,1,96,124,57
"Washington,359 Fay 39",,Washington,,Fay 39,69,0,122,92,96,2,91,38,435,584,426
"Washington,360 Fay 40",,Washington,,Fay 40,554,35,467,577,436,41,575,6,67,83,27
"Washington,361 Fay 41",,Washington,,Fay 41,39,5,70,46,62,6,40,9,80,114,176
"Washington,362 Fay 42",,Washington,,Fay 42,214,11,89,224,80,10,224,7,39,44,21
"Washington,363 Fay 43",,Washington,,Fay 43,24,4,39,26,37,4,21,11,66,100,111
"Washington,364 Fay 44",,Washington,,Fay 44,138,6,82,149,68,8,149,1,25,28,12
"Washington,365 Fay 45",,Washington,,Fay 45,10,1,30,17,21,1,14,5,225,244,61
"Washington,366 Fay 46",,Washington,,Fay 46,74,4,232,73,233,5,79,0,0,0,0
"Washington,367 Fay 47",,Washington,,Fay 47,0,0,0,0,0,0,0,0,2,2,0
"Washington,368 Fay 48",,Washington,,Fay 48,0,0,2,0,2,0,0,14,193,229,162
"Washington,369 Greenland City",,Washington,,Greenland City,184,14,217,199,204,10,203,17,287,318,162
"Washington,370 Greenland Twp",,Washington,,Greenland Twp,180,22,289,178,294,16,185,28,564,625,195
"Washington,373 Goshen City",,Washington,,Goshen City,217,23,605,255,564,24,244,26,230,261,117
"Washington,375 Goshen Twp",,Washington,,Goshen Twp,124,22,240,135,236,16,129,9,387,404,99
"Washington,380 Harmon",,Washington,,Harmon,107,8,399,110,386,14,111,0,13,15,11
"Washington,381 Harmon-S",,Washington,,Harmon-S,12,0,15,15,11,1,14,8,215,219,28
"Washington,400 Illinois",,Washington,,Illinois,26,9,218,33,215,5,26,0,2,2,0
"Washington,419 Johnson Twp-H",,Washington,,Johnson Twp-H,0,0,2,0,2,0,0,4,60,74,44
"Washington,420 Johnson Twp",,Washington,,Johnson Twp,53,4,64,58,56,5,58,26,670,791,372
"Washington,421 Johnson City",,Washington,,Johnson City,449,33,712,485,673,31,491,0,4,4,2
"Washington,422 Johnson City-S",,Washington,,Johnson City-S,2,0,4,2,4,0,2,9,114,128,94
"Washington,440 Lees Creek",,Washington,,Lees Creek,93,10,126,101,121,6,105,18,361,395,144
"Washington,460 Lincoln",,Washington,,Lincoln,134,28,386,153,370,20,163,27,394,447,211
"Washington,480 Litteral",,Washington,,Litteral,250,24,410,264,390,31,262,13,289,324,83
"Washington,500 Marrs Hill",,Washington,,Marrs Hill,102,12,304,111,301,8,117,0,100,109,14
"Washington,520 Morrow",,Washington,,Morrow,18,4,102,23,98,3,24,28,888,1043,359
"Washington,541 Prairie Twp 1",,Washington,,Prairie Twp 1,458,22,974,533,884,32,528,10,183,197,152
"Washington,542 Prairie Twp 2",,Washington,,Prairie Twp 2,150,8,200,163,185,8,164,1,6,9,4
"Washington,543 Prairie Twp 3",,Washington,,Prairie Twp 3,6,0,8,7,7,0,7,1,79,91,34
"Washington,544 Prairie Twp 4",,Washington,,Prairie Twp 4,47,2,81,49,80,0,49,10,179,216,100
"Washington,545 Prairie Twp 5",,Washington,,Prairie Twp 5,136,2,194,142,184,4,143,66,1041,1164,442
"Washington,560 Prairie Gr City",,Washington,,Prairie Gr City,465,68,1113,495,1084,65,532,4,68,69,19
"Washington,561 Prairie Gr City-Senate",,Washington,,Prairie Gr City-Senate,13,3,73,10,73,5,17,7,146,156,42
"Washington,562 Prairie Gr City-House",,Washington,,Prairie Gr City-House,38,7,157,49,145,7,49,9,219,237,76
"Washington,580 Prairie Gr Twp",,Washington,,Prairie Gr Twp,70,10,240,86,222,9,89,3,103,120,36
"Washington,581 Prairie Gr Twp-Senate",,Washington,,Prairie Gr Twp-Senate,48,2,111,57,100,3,52,7,68,74,24
"Washington,620 Reed",,Washington,,Reed,25,4,70,26,67,6,25,8,149,158,34
"Washington,640 Rheas Mill",,Washington,,Rheas Mill,28,9,155,32,153,6,36,2,28,35,14
"Washington,660 Richland",,Washington,,Richland,16,1,34,16,30,4,19,9,240,260,65
"Washington,661 Richland-Senate",,Washington,,Richland-Senate,64,12,259,83,240,10,80,10,186,210,145
"Washington,680 Spg 01",,Washington,,Spg 1,156,5,207,154,202,10,169,16,172,211,194
"Washington,690 Spg 02",,Washington,,Spg 2,222,14,185,232,174,14,234,21,468,544,383
"Washington,700 Spg 03",,Washington,,Spg 3,393,27,524,438,470,29,448,21,424,482,217
"Washington,710 Spg 04",,Washington,,Spg 4,237,19,461,262,430,18,266,21,497,539,297
"Washington,720 Spg 05",,Washington,,Spg 5,328,22,516,329,516,25,346,13,242,274,210
"Washington,730 Spg 06",,Washington,,Spg 6,229,15,256,235,245,21,242,15,328,353,90
"Washington,740 Spg 07",,Washington,,Spg 7,98,14,339,114,323,12,103,10,257,279,93
"Washington,741 Spg 08",,Washington,,Spg 8,109,8,271,128,253,7,118,10,162,194,177
"Washington,742 Spg 09",,Washington,,Spg 9,186,10,182,195,167,14,204,4,238,266,74
"Washington,743 Spg 10",,Washington,,Spg 10,89,4,262,114,232,8,109,29,684,784,264
"Washington,744 Spg 11",,Washington,,Spg 11,318,26,741,370,679,27,359,25,601,680,226
"Washington,745 Spg 12",,Washington,,Spg 12,260,24,649,289,615,26,298,5,76,94,114
"Washington,746 Spg 13",,Washington,,Spg 13,123,8,80,124,79,8,130,34,538,616,255
"Washington,747 Spg 14",,Washington,,Spg 14,288,24,577,323,536,30,312,20,329,391,273
"Washington,748 Spg 15",,Washington,,Spg 15,300,21,359,322,332,24,331,25,245,299,165
"Washington,749 Spg 16",,Washington,,Spg 16,187,20,268,197,254,23,205,29,657,784,417
"Washington,752 Spg 17",,Washington,,Spg 17,504,21,721,550,659,36,555,17,377,444,190
"Washington,753 Spg 18",,Washington,,Spg 18,220,16,420,262,375,17,256,15,297,329,144
"Washington,754 Spg 19",,Washington,,Spg 19,161,17,308,168,299,17,171,2,20,23,30
"Washington,755 Spg 20",,Washington,,Spg 20,27,2,24,27,23,3,31,6,172,198,58
"Washington,756 Spg 21",,Washington,,Spg 21,64,10,187,79,173,6,80,3,50,59,17
"Washington,757 Spg 22",,Washington,,Spg 22,21,3,52,21,51,4,23,17,187,226,141
"Washington,758 Spg 23",,Washington,,Spg 23,160,16,208,179,186,14,176,4,32,37,60
"Washington,759 Spg 24",,Washington,,Spg 24,65,3,33,65,31,5,65,1,22,25,13
"Washington,760 Spg 25",,Washington,,Spg 25,15,0,23,13,24,1,15,2,188,208,33
"Washington,761 Spg 26",,Washington,,Spg 26,44,3,202,50,191,4,54,8,172,193,49
"Washington,762 Spg 27",,Washington,,Spg 27,51,3,191,60,180,6,64,19,636,685,210
"Washington,779 Spg Twp",,Washington,,Spg Twp,224,24,670,249,636,27,258,7,335,348,100
"Washington,780 Starr Hill",,Washington,,Starr Hill,92,18,346,104,339,14,112,19,624,684,162
"Washington,800 Tontitown City-1",,Washington,,Tontitown City-1,179,26,660,202,637,23,218,13,320,364,104
"Washington,801 Tontitown City-2",,Washington,,Tontitown City-2,120,12,343,138,323,13,142,1,33,33,8
"Washington,802 Tontitown City-3",,Washington,,Tontitown City-3,5,1,35,6,33,1,7,1,0,0,6
"Washington,803 Tontitown City-4",,Washington,,Tontitown City-4,5,1,0,5,0,1,5,0,0,0,0
"Washington,804 Tontitown City-5",,Washington,,Tontitown City-5,0,0,0,0,0,0,0,1,4,6,2
"Washington,807 Tontitown Twp",,Washington,,Tontitown Twp,2,1,5,2,5,1,2,8,198,216,91
"Washington,810 Valley",,Washington,,Valley,87,9,213,97,204,9,104,0,7,7,2
"Washington,811 Valley-S",,Washington,,Valley-S,2,0,7,2,7,0,2,4,103,108,35
"Washington,812 Valley-H",,Washington,,Valley-H,33,3,109,43,98,5,39,2,67,71,14
"Washington,820 Vineyard",,Washington,,Vineyard,16,5,68,18,69,2,20,5,45,47,17
"Washington,830 War Eagle",,Washington,,War Eagle,15,2,48,19,45,1,15,2,93,97,22
"Washington,840 Wedington",,Washington,,Wedington,25,2,98,29,95,0,29,16,401,443,213
"Washington,860 West Fork City-1",,Washington,,West Fork City-1,240,21,419,254,405,20,257,4,88,89,29
"Washington,861 West Fork City-2",,Washington,,West Fork City-2,26,3,92,31,82,8,28,0,3,4,3
"Washington,862 West Fork City-3",,Washington,,West Fork City-3,4,0,3,5,2,0,4,7,179,205,98
"Washington,880 West Fork Twp",,Washington,,West Fork Twp,103,8,200,108,194,7,120,2,105,116,63
"Washington,881 West Fork Twp-H",,Washington,,West Fork Twp-H,65,4,112,70,108,3,72,11,267,309,104
"Washington,900 Wheeler",,Washington,,Wheeler,132,12,289,146,275,11,151,0,1,1,0
"Washington,901 Wheeler-S",,Washington,,Wheeler-S,0,0,1,0,1,0,0,3,115,148,60
"Washington,902 Wheeler-H",,Washington,,Wheeler-H,90,2,129,100,117,3,100,8,124,133,59
"Washington,920 White River",,Washington,,White River,55,8,136,68,122,6,66,0,38,41,12
"Washington,930 White River-H",,Washington,,White River-H,16,0,39,19,37,0,18,2,46,47,19
"Washington,931 White River-S",,Washington,,White River-S,20,2,47,23,46,1,22,7,197,207,87
"Washington,940 Winslow Twp",,Washington,,Winslow Twp,91,9,204,102,197,5,100,9,74,85,55
"Washington,950 Winslow City",,Washington,,Winslow City,52,6,88,59,81,7,62,7,157,178,85
"Washington,960 Wyman",,Washington,,Wyman,98,8,164,107,156,7,107,0,75,80,11
"White,Albion",,White,,Albion,14,1,77,17,72,3,17,6,228,238,42
"White,Antioch",,White,,Antioch,40,7,234,43,231,6,50,5,116,126,24
"White,Bald Knob North",,White,,Bald Knob North,20,1,130,25,127,1,32,8,110,121,40
"White,Bald Knob TWP",,White,,Bald Knob TWP,38,5,118,46,109,9,45,8,167,183,67
"White,Bald Knob Ward 1",,White,,Bald Knob Ward 1,64,9,181,80,169,8,79,4,126,138,43
"White,Bald Knob Ward 2",,White,,Bald Knob Ward 2,40,7,134,55,125,5,55,5,203,215,36
"White,Bald Knob Ward 3",,White,,Bald Knob Ward 3,31,7,212,46,202,5,46,10,255,279,104
"White,Beebe Ward 1",,White,,Beebe Ward 1,116,15,261,124,252,18,126,15,247,259,91
"White,Beebe Ward 2",,White,,Beebe Ward 2,76,17,262,102,236,18,92,14,311,347,98
"White,Beebe Ward 3",,White,,Beebe Ward 3,104,9,333,112,316,19,123,14,397,421,99
"White,Beebe Ward 3 C",,White,,Beebe Ward 3 C,98,10,417,113,405,11,117,6,210,229,44
"White,Big Creek",,White,,Big Creek,44,9,221,44,217,13,59,1,23,28,9
"White,Bradford Ward 1",,White,,Bradford Ward 1,10,2,25,11,21,2,13,4,50,51,11
"White,Bradford Ward 2",,White,,Bradford Ward 2,6,1,55,7,52,3,8,0,62,63,20
"White,Bradford Ward 3",,White,,Bradford Ward 3,22,0,63,22,64,0,23,2,108,115,16
"White,Cadron",,White,,Cadron,13,6,114,20,110,2,21,15,336,354,60
"White,Cane",,White,,Cane,57,8,353,60,339,17,67,10,335,352,68
"White,Chrisp",,White,,Chrisp,58,17,347,66,340,14,75,5,208,219,31
"White,Clay",,White,,Clay,26,5,221,29,218,5,37,0,27,30,7
"White,Cleveland",,White,,Cleveland,7,2,28,7,29,1,10,8,323,338,75
"White,Coffey",,White,,Coffey,70,10,336,83,324,12,87,0,113,117,14
"White,Coldwell",,White,,Coldwell,12,1,116,14,115,2,18,4,159,172,22
"White,Crosby",,White,,Crosby,27,10,158,30,162,2,32,1,60,61,10
"White,Cypert",,White,,Cypert,10,0,62,11,59,0,10,3,102,111,15
"White,Denmark",,White,,Denmark,17,4,107,21,107,1,23,9,308,321,35
"White,Des Arc",,White,,Des Arc,42,6,313,50,301,12,41,2,65,71,6
"White,Dogwood TWP",,White,,Dogwood TWP,6,2,70,8,68,3,9,3,162,172,48
"White,El Paso",,White,,El Paso,51,3,167,55,164,4,56,0,12,15,4
"White,Francure",,White,,Francure,6,0,14,6,14,0,8,3,51,51,7
"White,Garner City",,White,,Garner City,4,6,51,8,49,4,6,3,54,58,8
"White,Garner TWP",,White,,Garner TWP,9,1,58,9,58,0,9,1,31,32,7
"White,Georgetown City",,White,,Georgetown City,6,1,33,6,31,1,8,4,106,109,15
"White,Gravel Hill",,White,,Gravel Hill,12,3,108,13,107,5,15,17,336,361,55
"White,Gray A",,White,,Gray A,62,15,343,64,337,22,69,26,1134,1204,171
"White,Gray B",,White,,Gray B,194,22,1171,211,1156,22,227,1,35,40,10
"White,Griffithville City",,White,,Griffithville City,10,2,40,10,40,3,16,7,498,522,57
"White,Gum Springs",,White,,Gum Springs,79,9,494,80,493,10,79,3,247,245,23
"White,Guthrie",,White,,Guthrie,13,7,250,18,243,8,19,16,686,708,92
"White,Harrison",,White,,Harrison,89,26,686,103,686,15,103,6,167,177,35
"White,Harrison East",,White,,Harrison East,33,2,180,40,174,1,39,3,126,137,16
"White,Hartsell",,White,,Hartsell,22,2,134,22,135,2,27,2,146,152,24
"White,Higginson TWP",,White,,Higginson TWP,23,7,147,26,146,2,28,1,33,41,11
"White,Higginson Ward 1",,White,,Higginson Ward 1,14,1,38,15,37,1,18,4,30,32,11
"White,Higginson Ward 2",,White,,Higginson Ward 2,9,4,27,8,32,2,9,3,40,40,11
"White,Higginson Ward 3",,White,,Higginson Ward 3,9,4,39,8,39,5,10,2,104,113,10
"White,Jackson",,White,,Jackson,12,5,105,12,108,3,17,2,138,141,20
"White,Jefferson",,White,,Jefferson,18,5,139,21,136,6,23,7,127,133,26
"White,Joy",,White,,Joy,24,5,130,28,128,6,28,4,191,201,38
"White,Judsonia Ward 1",,White,,Judsonia Ward 1,43,3,192,47,188,2,41,3,104,116,13
"White,Judsonia Ward 2",,White,,Judsonia Ward 2,13,4,110,18,106,5,20,3,90,102,20
"White,Judsonia Ward 3",,White,,Judsonia Ward 3,22,2,100,24,96,4,30,4,109,118,22
"White,Kensett TWP",,White,,Kensett TWP,25,4,113,31,108,3,29,3,33,41,41
"White,Kensett Ward 1",,White,,Kensett Ward 1,43,1,40,42,33,9,48,11,118,162,77
"White,Kensett Ward 2",,White,,Kensett Ward 2,87,9,145,92,137,10,112,1,56,66,28
"White,Kensett Ward 3",,White,,Kensett Ward 3,33,1,63,32,63,2,38,10,186,201,45
"White,Kentucky",,White,,Kentucky,43,5,200,53,189,6,54,2,52,51,9
"White,Letona",,White,,Letona,6,3,54,5,55,2,7,4,166,173,31
"White,Liberty",,White,,Liberty,27,5,171,30,174,2,35,2,70,74,7
"White,Marion",,White,,Marion,9,0,72,11,70,1,9,7,258,279,38
"White,Marshall",,White,,Marshall,36,7,276,49,258,11,52,6,145,155,29
"White,McRae TWP",,White,,McRae TWP,33,9,144,29,147,8,31,1,89,99,15
"White,McRae Ward 1",,White,,McRae Ward 1,19,1,95,23,87,5,25,7,73,85,14
"White,McRae Ward 2",,White,,McRae Ward 2,15,3,82,19,74,6,19,0,34,34,9
"White,Mt. Pisgah",,White,,Mt. Pisgah,8,0,35,11,33,0,9,3,45,52,18
"White,Pangburn Ward 1",,White,,Pangburn Ward 1,16,2,52,16,51,4,22,5,34,42,10
"White,Pangburn Ward 2",,White,,Pangburn Ward 2,5,7,40,9,30,11,13,1,53,60,13
"White,Pangburn Ward 3",,White,,Pangburn Ward 3,12,1,59,18,48,4,19,3,53,65,17
"White,Red River",,White,,Red River,23,1,58,28,53,1,27,6,156,167,37
"White,Rose Bud City",,White,,Rose Bud City,35,3,165,38,165,2,42,7,145,154,33
"White,Royal",,White,,Royal,36,10,143,34,147,8,37,1,34,42,10
"White,Russell City",,White,,Russell City,16,5,33,17,35,1,20,0,65,68,11
"White,Russell TWP",,White,,Russell TWP,12,0,69,14,65,2,16,8,137,156,59
"White,Searcy Ward 1 A",,White,,Searcy Ward 1 A,59,5,152,62,149,5,68,0,0,0,0
"White,Searcy Ward 1 B",,White,,Searcy Ward 1 B,0,0,0,0,0,0,0,14,199,220,53
"White,Searcy Ward 1 C",,White,,Searcy Ward 1 C,48,11,214,57,205,11,59,14,754,825,108
"White,Searcy Ward 1 D",,White,,Searcy Ward 1 D,122,12,803,159,764,14,160,9,184,204,55
"White,Searcy Ward 1 E",,White,,Searcy Ward 1 E,63,6,197,66,188,12,73,5,140,145,36
"White,Searcy Ward 2 B",,White,,Searcy Ward 2 B,29,6,149,31,146,6,38,29,814,875,212
"White,Searcy Ward 2 C",,White,,Searcy Ward 2 C,229,31,842,258,814,30,256,12,377,414,88
"White,Searcy Ward 2 D",,White,,Searcy Ward 2 D,104,12,396,114,386,12,123,15,583,629,114
"White,Searcy Ward 2 E",,White,,Searcy Ward 2 E,125,18,610,149,598,9,153,18,169,192,66
"White,Searcy Ward 3 A",,White,,Searcy Ward 3 A,63,14,188,70,176,20,76,12,219,241,96
"White,Searcy Ward 3 B",,White,,Searcy Ward 3 B,99,18,226,104,223,15,114,15,246,266,52
"White,Searcy Ward 3 C",,White,,Searcy Ward 3 C,62,11,254,69,246,12,68,4,44,52,35
"White,Searcy Ward 3 D",,White,,Searcy Ward 3 D,36,3,49,36,46,6,39,10,338,374,82
"White,Searcy Ward 3 E",,White,,Searcy Ward 3 E,89,5,371,103,347,12,110,11,89,113,32
"White,Searcy Ward 4 A",,White,,Searcy Ward 4 A,43,6,101,47,97,5,47,10,103,123,36
"White,Searcy Ward 4 B",,White,,Searcy Ward 4 B,45,5,118,51,108,8,50,12,266,292,73
"White,Searcy Ward 4 C",,White,,Searcy Ward 4 C,81,9,282,86,275,9,89,12,518,539,74
"White,Union",,White,,Union,82,12,527,90,525,7,91,6,243,259,31
